1501362348919,0,0,0,0,0,5,7,1,2,0,0,0,4,9,0,0,0,0
1501356915463,0,0,0,0,0,0,0,0,0,10,11,0,11,11,0,0,0,0
1501351513822,1,0,0,0,0,10,10,0,2,0,0,0,5,7,0,0,0,0
1501360357845,0,0,0,0,0,6,9,2,1,0,0,0,7,1,0,0,0,0
1501371484526,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,9,4
1501349004420,0,0,0,0,0,5,7,3,0,0,0,0,12,12,0,0,0,0
1501354086263,0,0,0,0,0,6,11,1,0,0,0,0,0,0,9,2,0,0
1501352386374,0,0,0,0,0,0,0,0,0,1,6,2,5,9,0,0,0,0
1501363884178,0,0,0,0,0,0,0,0,0,3,9,0,1,8,0,0,0,0
1501358293822,1,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,1,8
1501368718047,1,1,3,1,3,0,0,0,0,0,0,0,0,0,7,8,0,0
1501370228465,0,0,0,0,0,0,0,0,0,7,6,0,5,11,0,0,0,0
1501367013311,1,12,8,2,2,0,0,0,0,0,0,0,0,0,0,0,10,7
1501374819748,1,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,9,1
1501366065192,1,0,1,2,3,0,0,0,0,0,0,0,0,0,5,1,0,0
1501359593416,1,8,10,1,2,0,0,0,0,0,0,0,0,0,12,7,0,0
1501358923839,1,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1501376210357,1,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,1,5
1501353717869,1,10,11,1,3,0,0,0,0,0,0,0,0,0,4,10,0,0
1501372295558,0,0,0,0,0,7,3,0,2,0,0,0,12,2,0,0,0,0
1501348043157,1,0,0,0,0,0,0,0,0,10,0,5,0,0,6,12,0,0
1501363666302,0,0,0,0,0,3,2,3,1,0,0,0,6,5,0,0,0,0
1501369366103,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,8,0,0
1501364826513,1,6,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0
1501369887069,0,0,0,0,0,0,0,0,0,3,8,0,0,0,12,1,0,0
1501359948868,0,0,0,0,0,1,10,2,1,0,0,0,0,0,0,0,4,7
1501355877553,1,0,0,0,0,0,0,0,0,11,0,5,0,0,7,6,0,0
1501362059731,0,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1501365495087,1,0,0,0,0,0,0,0,0,8,11,5,0,0,10,1,0,0
