Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 0 10 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 100 10 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 200 10 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 300 10 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 400 12 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 500 12 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 600 12 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 700 14 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 800 14 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 900 14 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1000 14 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1100 14 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1200 16 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1300 16 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1400 16 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1500 18 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1600 18 18
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1700 18 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1800 20 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Unknown 1900 20 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2000 20 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2100 22 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2200 22 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2300 22 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2400 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2500 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2600 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2700 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2800 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 2900 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3000 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3100 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3200 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3300 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3400 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3500 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3600 24 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3700 26 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3800 26 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 3900 26 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4000 28 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4100 28 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4200 28 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4300 28 34
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4400 34 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4500 34 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4600 34 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4700 36 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4800 36 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 4900 36 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5000 36 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5100 40 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5200 40 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5300 40 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5400 40 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5500 40 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5600 44 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5700 44 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5800 44 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 5900 48 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6000 48 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6100 48 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6200 48 50
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6300 52 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6400 48 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6500 48 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6600 52 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6700 52 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6800 52 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 6900 52 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7000 52 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7100 56 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7200 56 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7300 56 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7400 60 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7500 60 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7600 60 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7700 64 66
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7800 64 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 7900 64 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8000 68 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8100 72 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8200 72 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8300 72 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8400 72 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8500 76 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8600 76 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8700 80 82
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8800 80 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 8900 80 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9000 84 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9100 84 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9200 88 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9300 88 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9400 88 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9500 88 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9600 92 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9700 92 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9800 96 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 9900 96 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10000 96 98
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10100 100 114
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10200 100 114
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10300 100 114
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10400 104 114
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10500 104 114
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10600 104 114
Fighting_Spirit_1.3.scx Kata2-Defense Protoss Kata2-Offense Zerg 10700 108 114
