Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 9953
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Unknown 963
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Protoss 14200
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Terran 10263
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 14355
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 15564
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 11753
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 13270
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 15329
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Protoss 11658
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 10294
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 11906
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 11100
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 15316
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 14076
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Zerg 10139
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Protoss 14913
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Protoss 10914
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 10418
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 10660
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 12402
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Zerg 13613
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 11321
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 15378
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Terran 17336
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Terran 10122
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 15252
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 10573
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 12309
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 11565
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 11007
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 12000
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Terran 12712
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 15493
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 13084
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Protoss 14913
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Zerg 11472
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 13355
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 11937
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 13146
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 14138
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Zerg 16773
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 14914
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Terran 12433
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 0 1 Kata2-Offense Unknown Zerg 64802
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 13297
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 28832
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Zerg 12991
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 10830
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 9790
Lost_Temple_2.4_iCCup.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Protoss 12681
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 8054
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 14820
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Zerg 14727
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 12526
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 12673
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 9519
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 13313
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Protoss 10635
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 15688
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 15161
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 15058
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 11782
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 28832
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 11633
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 14696
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Zerg 11007
Fighting_Spirit_1.3.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Terran 9036
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 0 1 Kata2-Offense Unknown Protoss 11950
Fighting_Spirit_1.3.scx Kata2-Defense Terran 1 0 Kata2-Offense Unknown Zerg 14758
Lost_Temple_2.4_iCCup.scx Kata2-Defense Zerg 1 0 Kata2-Offense Unknown Terran 28832
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Zerg 9930
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 18013
Fighting_Spirit_1.3.scx Kata2-Defense Terran 0 1 Kata2-Offense Unknown Protoss 16401
Lost_Temple_2.4_iCCup.scx Kata2-Defense Protoss 0 1 Kata2-Offense Unknown Zerg 18211
Fighting_Spirit_1.3.scx Kata2-Defense Protoss 1 0 Kata2-Offense Unknown Terran 15347
